"Series Number",Filename,Name,Description,Gender,"Attributes- Hair. Eyes. Teeth. Clothing. Accessories. Expression. Strength. Weakness",UUID,Hash
166,jonny-the-bravo,"jonny the bravo","jonny is our local police. he breaks boys free",Male,"hair: orange pink, eyes: closed, teeth: candy in mind, clothing: igbo attire, expression: relaxed, accessories: candy in mouth, strength: helping people, weakness: hastly rash",2b345988-b4b0-453b-ad39-efe1321bc8f1,df6787101412cdedc24c77cbbc26a256781582e3b38590cadf573082d5ed9700
167,tunde-the-bigman,"tunde the bigman","tunde is the big man on the street. flamboyant life style is his identity",Male,"hair: none, eyes: closed, teeth: white with one tooth missing, clothing: agbada, expression: resting, accessories: head wear, strength: money, weakness: monkey",56db423e-8b09-453e-b5fc-61f4da9d7a6f,a360ccce5f9bbf4823de0add72dffb3a4ad5fe9aeaee2799753acefee53174bf
168,joe-the-plain,"joe the plain","plain and simple. no one in town is more gentle that broda joe",Male,"hair: none, eyes: watery blue eye, teeth: tongue out, clothing: agbada, expression: happy, accessories: face cap, strength: handling situation, weakness: overthinking",7a3083bd-5aa2-48b5-a30b-4445cc060f57,d35490396d9ad57ad36f8c99b8bacbb0f9816ad5da53eab762222af2d96421d5
169,wale-sharp-guy,"wale sharp guy","wale no de carry last. the thinks and act fast",Male,"hair: none, eyes: closed, teeth: white with a tooth missing, clothing: agbada, expression: fearful, accessories: blue head scaf, strength: smart, weakness: too forward",44906ea0-901b-4b3d-802f-f73acc8758f6,102a97a34f5c97ba6ac4168e24740a08f7c10eeb841562d619aaffc60c424760
170,dele-the-snoozer,"dele the snoozer","if sleeping were to be a job. dele will be the world busiest man. set a bed in a fury furnace for dele, he'll sleep.",Male,"hair: low cut, eyes: closed, teeth: gapped teeth, clothing: agbada, expression: snoozing, accessories: none, strength: loving, weakness: sleep",4f9d99a4-78a2-4fdd-bc30-b027600fa88e,89a6c8a0058294b1b30720f70d3af6eb550fac7bd1832c26e5bf741283e18fd9
171,"father -of -tolu","father of tolu","baba tolu is a proud father. he will sell his soul just to see tolu excel in life",Male,"hair: none, eyes: black iris, teeth: long front tooth, clothing: ankara, expression: fearfully, accessories: head cap, strength: fatherly, weakness: women",a2651258-ca3f-4940-b095-3a61ff630263,930e402a6f20ce9e131d0f0438cd87e6d1954fc3de833025f358e00bc701fb33
172,emeka-the-chief,"emeka the chief","chief emeka is the pillar of the community. just and fair to all. the real mazi",Male,"hair: none, eyes: black iris, teeth: full white teeth, clothing: wrapper wrapped around body, expression: smiling, accessories: head cap, strength: leadership, weakness: anger",de25fd63-dafd-4f77-8072-7ac0ae3a3ab2,ebe521854a097a5b05b44bed86277bf564748b54a894fb141d375a861c8de2b5
173,lawal-the-drooler,"lawal the drooler","lawal has only 2 business, alcoholism and alcoholism. it's only normal for him to drool afterll",Male,"hair: none, eyes: teary grey iris, teeth: gapped teeth, clothing: agbada, expression: sleepy, accessories: head wear, strength: rich, weakness: alcoholism",806b640f-1c8b-4cc0-aa10-45f3ddc00140,736868770b9fa3d95721bc6422ea8f9822157e97d7fa33b1293f0a173ff1864e
174,solo-the-messenger,"solo the messenger","solo is a multitasker. you need anything done in your home, solo is your guy",Male,"hair: none, eyes: black eye, teeth: stained tooth, clothing: simple top, expression: relax, accessories: cap, strength: multitasking, weakness: women",44906ea0-901b-4b3d-802f-f73acc8758f6,71514c9afeba86a089352e6dbdcdbd9d66609c2e149bdb6a20b84cc7eb655507
175,femi-the-honorable,"femi the honorable","honorable femi is the modern day politician. everything he does is only to further his political career",Male,"hair: none, eyes: blue iris, skin color: brown, teeth: one missing tooth, clothing: aso oke, expression: happy, accessories: abetiaja cap, strength: public speaking, weakness: money",af53bf52-b517-4347-adc6-07cf30c19025,68fb3ee4866b4d12ba35242ca2daa4077eb19a44d488e61bdd1fcd25f1ead7a2
176,friday-the-bigsboy,"friday the bigsboy","friday always live up to his name. every friday is for the party.",Male,"hair: orange afro, eyes: black iris, skin color: brown, teeth: none, clothing: aso oke, expression: unconcerned, accessories: cigrette in mouth, strength: money in pocket, weakness: sense of responsibility",05ec3aae-7da8-4125-93fb-6fc544e5bc61,eeaffff81afd3c056eea5bfcc068c8637a612d79bdfe163c2be319dd56b67bb9
177,kweku-the-planter,"kweku the planter","kweku says he did it. kweku dey plant Igbo until he was bursted",Male,"hair: none, eyes: closed, teeth: none, clothing: aso oke, expression: smiling, accessories: head wear, strength: industrious, weakness: criminally minded",af53bf52-b517-4347-adc6-07cf30c19025,765649d27291fc88b40a7c3f34e4cc0177ae204e44fcc9d3849f7ab5a8b0599d
178,2pac-the-remix,"2pac the remix","2pac is alive in him. his style is exactly the same. upcoming artist",Male,"hair: none, eyes: blue iris, teeth: gapped teeth, clothing: Igbo clothing, expression: surprised, accessories: face cap, strength: hardworking, weakness:fear",9993e5ec-2f31-485c-9c6d-f780c078ae56,b971656ed6872ad00d95b9c997b172f4fc0a2d181faebcf47122e17cada2e9ea
179,tope-the-influencer,"tope the influencer","tope is a famous influencer. loved by his followers which keep growing everyday",Female,"hair: none, eyes: black iris, teeth: none, clothing: agbada, expression: tired, accessories: tied head scaf, strength: Influencing people, weakness: talk too much",3b3e1f66-922b-4f87-8cdb-0d09fc143182,4e6383f8760cf62e5c28613141f3c4526ba7cf5826e97874b4b65e4dfc3d71a8
180,gabby-the-evangelist,"gabby the evangelist","evangelist Gabby, blending gospel with comedy. he's going places",Male,"hair: pink hair, eyes: black iris, teeth: none, clothing: agbada, expression: happily surprised, accessories: none, strength: make people happy, weakness:misleading",ac721b71-cbc5-425c-851f-ee826973f0b9,59d490dd2452819dab3e68441f8383d2621c6be59f1c4d4853d09d10f76657fe
,,,,,,
"TEAM CRANKSHAFT",,,,,,
181,beauty-of-town,"beauty of town","She is the most beautiful in the neighbourhood",Female,"hair:Pitch, Eyes: None. Teeth: None. Clothing: None. Accessories: None. Expression: None.strengths: powerful, weakness: sentimental",7241a1be-59da-11ed-9b6a-0242ac120002,9c4c49add8da0aa5d9f0fd10180c3aef740806b908686250d07b2ec8fe42982e
182,lola-babe,"lola babe","Looking hot as always",Female,"hair:brown, Eyes: None. Teeth: None. Clothing: None. Accessories: none. Expression: none. strengths: calculative, weakness: public speaking",7241a664-59da-11ed-9b6a-0242ac120002,e8c11694d13164d05948f5bc30a716318b015e88defc8501d58b0e3851233f33
183,cardy_h-sharp-babe,"cardy h sharp babe","Cardy is the sharpest amongst her friends",Female,"hair: two brown bun, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: . strengths: free spirit weakness: blind ",7241a7c2-59da-11ed-9b6a-0242ac120002,0b43482cf796a495ce5db165759664ed1eb96479370a531f8ad99484a6a45ea4
184,bella-the-baller,"bella the baller","Baller for Life",Female,"hair: Pitch afro, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .strengths: adaptation, weakness: fluency",7241ad26-59da-11ed-9b6a-0242ac120002,0ca7dac3bdedae9f9c9c8228afd6de6b83bab85341c11d6f035bced62da7589e
185,milly-of-roses,"milly of roses","Her lips so red like a rose",Female,"hair: brown afro, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .strengths: cool headed, weakness: pressure",7241af92-59da-11ed-9b6a-0242ac120002,9c2079496165bf5772bf4ab4ce3d0e41f31b1f3c7adafe82e65dea7d0fcf6ad2
186,Preciousjada-the-viper,"Preciousjada the viper","Her words stings likes a viper",Female,"hair: ginger afro, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .strengths: confidence, weakness: endurance",7241b12c-59da-11ed-9b6a-0242ac120002,00cb4f637a7235e288cf20c0b109d1a13316ff4eda3b436708269bc8d0d4f36f
187,lolly-of-NY,"lolly of NY","Most popular in NY",Female,"hair: purple braids, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .strength: strong willed, weakness: relationship",7241b2ee-59da-11ed-9b6a-0242ac120002,10c06b4a6f22111b5a40884c10e5ef6989b802e3b9956a1ac55978cb5eadf9cf
188,Disy-the-dancer,"Disy the dancer","Dances her way into any show",Female,"hair: bald, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: . strength: cleaniness, weakness: perfectionist",7241b4c4-59da-11ed-9b6a-0242ac120002,c955c54951b3f29150fb2d58ef084d360b708926604e04c62d7381b464372593
189,Jenny-the-great,"Jenny the great","The greatest of our time",Female,"hair: black tied with scalf, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .strength: badass weakness: cancer",7241b852-59da-11ed-9b6a-0242ac120002,15076349572a0a4ba3ccb5cc36adb25964c98472761c6b4a0f65335a0d75fda5
190,lolly-the-pop,"lolly the pop","Seeing lolly makes me pop",Female,"hair: bald, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: . strength: peaceful weakness: anger",7241ba00-59da-11ed-9b6a-0242ac120002,35a356d739e0263684d1b72d1debe25614350ad612d6a6925d04e75c798ea3b6
191,disy-the-queen,"disy the queen","The queen in her own space",Female,"hair: one bun dark brown, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .strength: beauty, weakness: lover girl",7241bda2-59da-11ed-9b6a-0242ac120002,a972374e205d52c9b84e188c9c4a742e055713152daa3f628529e5cc924b6dcb
192,JennyP-of-Lagos,"JennyP of Lagos","A well known celebrity in Lagos",Female,"hair: bald, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: . strength: super powerful, weakness: sleeping",7241bf1e-59da-11ed-9b6a-0242ac120002,68fb3af3094b95ecc40d0c238df8ebf9c8cf138c28c1e7e8bbd96d0a165c3194
193,Jada-of-life,"Jada of life","Her business signature",Female,"hair: male, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: . strength: calm weakness: sun",7241c202-59da-11ed-9b6a-0242ac120002,2403d08fc81ee3fe33d8fc8fe98d67218895e075f47f4c13db6d618dbdb5c527
194,Sandy-the-rapper,"Sandy the rapper","She just loves to rap",Female,"hair: bald, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: . strength: clean weakness: foodie",7241c342-59da-11ed-9b6a-0242ac120002,c1103a05b04aaa3c913ddd6ad38334f675f8a3efca5ae6f57869d5da4aa232ff
195,Dahila-the-genius,"Dahila the genius","The genius in the family",Female,"hair: bald, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: . strength: activist, weakness: irrational",7241c4fa-59da-11ed-9b6a-0242ac120002,f035b8118f71304faf5f3d9842921ec263f739829a460b0b5f35f28ae2992779
196,Rosemary-of-Yaba,"Rosemary of Yaba","She has a cloth store in Yaba",Female,"hair: bald, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: . strength: mind games, weakness: insomia",7241c61c-59da-11ed-9b6a-0242ac120002,923d1c706b44f8be482e7fa8e15d07aa5fe796567a2585a7db02536cb95201f9
197,"Jennifer-of -island","Jennifer of island","She goes on vacation to the island",Female,"hair: bald, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: . strength: strong , weakness: lateness",7241ca18-59da-11ed-9b6a-0242ac120002,3b0145a6eb3291ba14cbaa9c1bf54456b2724f094af93869e5e943359182f5c3
198,Opeyemi-of-lekki,"Opeyemi of lekki","Opeyemi lives in lekki",Female,"hair: bald, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: . strength: conversationist, weakness: traditionalist",7241c8e2-59da-11ed-9b6a-0242ac120002,3a20e70be20aef679c08d8c137abff5ea6cdf34a3fe42c4a6e0ad12e380e3df4
199,Vicky-the-artist,"Vicky the artist","Brings life into what she draws",Female,"hair: bald, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: . strength: strong willed, weakness: crying",7241cb3a-59da-11ed-9b6a-0242ac120002,c5a4949df5552d814a2f9a5ff041e4cd6ea17a637084da0d227cf340e982ce87
200,Afrogirl-sailor,"Afrogirl sailor","She loves to sail the ocean",Female,"hair: bald, Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: . strength: height,  weakness: pride",7241cc66-59da-11ed-9b6a-0242ac120002,0d81e183a23f50be7dee29bff8efd403bed83730ffbace2b1a655037f221abda
,,,,,,
"TEAM GEAR",,,,,,
201,Ahmed-the-merchant,"Ahmed the merchant","A rich merchant that sells in babylon",male,"hair: none, eyes: closed, teeth: none, clothing: one-hand, accessories: none, expression: smiling, strength: business, weakness: alcohol",bfb62844-59ca-11ed-9b6a-0242ac120002,e01ba7cd3d95f095b79bc597849c830f701e431b06aaab1ebe6bb138d0dc2dd8
202,Blind-Tonia,"Blind Tonia","A girl that lost one of her eyes in a street fight",female,"hair: brown, eyes: one, teeth: none, clothing: blouse, accessories: none, expression: none, strength: smiling, weakness: none",bfb62c86-59ca-11ed-9b6a-0242ac120002,5293368b1f1eb9691dabeb837a67d063a642cb3564686442f81ea52ed0ec3df7
203,Buffy-the-vampire,"Buffy the vampire","A vampire diary protagonist that got bitten by a vampire in real life",female,"hair: none, eyes: small, teeth: two, clothing: shirt, accessories: none, expression: none, strength: biting, weakness: none",bfb62e02-59ca-11ed-9b6a-0242ac120002,b3146605f1ad4d24c0467a2fc1c68f16a396eddb791d187110b4db1a00d68ed8
204,Caro-lipstick,"Caro lipstick","A girl that puts on lipstick always, even to bed",female,"hair: brown, eyes: glasses, teeth: none, clothing: blouse, accessories: none, expression: sazzy, strength: none, weakness: none",bfb62f4c-59ca-11ed-9b6a-0242ac120002,bed82e2e8d541bb6f7a6a201c6ceb55ec663d91b492cc017ee31e41e529c4313
205,Charity-the-maid,"Charity the maid","A maid that works for the fun of it",female,"hair: brown, eyes: blue, teeth: smoke, clothing: blouse, accessories: none, expression: none, strength: none, weakness: smoking",bfb63096-59ca-11ed-9b6a-0242ac120002,08011e50ce873c2705a793469de5a4f7c3e87c9cebc72c36e4e42c4a98872f55
206,Charity-with-fakehair,"Charity with fakehair","A girl with a bald hair but always wears wig to cover her head",female,"hair: orange, eyes: glasses, teeth: none, clothing: blouse, accessories: normal, expression: none, strength: none, weakness: barbing-saloon",bfb631c2-59ca-11ed-9b6a-0242ac120002,764ea58f56c4301f684df1f04cce5c4156612543759220a9038cde5e1566e7eb
207,Daniel-the-hustler,"Daniel the hustler","A boy that lives in the streets of Lagos hustling everyday to make ends meet",male,"hair: none, eyes: black, teeth: none, clothing: shirt, accessories: gang, expression: smiling, strength: hustling, weakness: alcohol",bfb632e4-59ca-11ed-9b6a-0242ac120002,a4f0534546f4cdb861c6126708d034c1c54527d5171789e756898df83e2bf107
208,Grandma-Nanny,"Grandma Nanny","A grandmother that does nothing but sleeps all day",female,"hair: white, eyes: blue, teeth: none, clothing: blouse, accessories: fashion, expression: smiling, strength: design, weakness: none",bfb63406-59ca-11ed-9b6a-0242ac120002,cef9352902442d433f76fb1dddfaa670d4aebcf51d622fad420644177f52e251
209,Granpa-Willy,"Granpa Willy","A grandfather that drinks beer and reads newspaper all day",male,"hair: white, eyes: black, teeth: none, clothing: shirt, accessories: fashion, expression: smiling, strength: reading, weakness: drinking",bfb6380c-59ca-11ed-9b6a-0242ac120002,fdebc21b4d600c2ced7fd4042f7e751aafab48e32db7be83f83fe6cea3720681
210,Joshua-gang-leader,"Joshua gang leader","A boy born to ritualist parents and now runs his own gang",male,"hair: brown, eyes: black, teeth: gold, clothing: shirt, accessories: ponk, expression: suspicion, strength: none, weakness: none",bfb63956-59ca-11ed-9b6a-0242ac120002,84af676af94d7b690bf8908f5c5afc87d0f4864eb9ca6c5eb30e3564cb6f97fb
211,Karashika-queen,"Karashika queen","A woman of the underworld that influences rich men into giving up their money",female,"hair: white, eyes: glasses, teeth: none, clothing: blouse, accessories: fashion, expression: none, strength: design, weakness: boys",bfb63a8c-59ca-11ed-9b6a-0242ac120002,ff2c8174f701e439b6156c3f550ea73c8f0f95a740d4cb635bf3526fe7700029
212,King-of-baldmen,"King of baldmen","A man that was born bald and has never seen a hair on his head",male,"hair: cap, eyes: black, teeth: none, clothing: shirt, accessories: fashion, expression: smirk, strength: deceit, weakness: none",bfb63c62-59ca-11ed-9b6a-0242ac120002,7c62ee39c6252074705f1dc0607f83d40cbf3ef40d9f12aa73b6e1c268ade3f8
213,Musa-masked-mouth,"Musa masked mouth","Musa uses a tape to cover his mouth to prevent him from talking too much",male,"hair: cap, eyes: closed, teeth: none, clothing: shirt, accessories: fashion, expression: none, strength: dressing, weakness: none",bfb63db6-59ca-11ed-9b6a-0242ac120002,36f4dc07a9b2b9f18727eddb5759937aea8a581772da2bc2d60f5b8dd00da922
214,Queen-of-smokers,"Queen of smokers","A chronic smoker looking for a spouse that will join her to die of smoking",female,"hair: brown, eyes: glasses, teeth: smoke, clothing: blouse, accessories: none, expression: none, strength: none, weakness: smoking",bfb63ee2-59ca-11ed-9b6a-0242ac120002,b9b066d21244828ffc2d02eb70d64b60606268ef68a22936093ea8173f6c14f9
215,Redlips-man,"Redlips man","A man that kissed a woman and got his lips burnt",male,"hair: brown, eyes: blue, teeth: none, clothing: shirt, accessories: none, expression: frown, strength: chewing, weakness: none",bfb64004-59ca-11ed-9b6a-0242ac120002,fbdaa3a429d79000fd61336f76ee693578b7f2e61f59c6c6195a7c413e6ae72c
216,Sleevless-maid,"Sleevless maid","A girl that nevers wears long cloths and gets herself thrown out of churches for indecent dressing",female,"hair: white, eyes: blue, teeth: none, clothing: shirt, accessories: tan, expression: none, strength: seduction, weakness: none",bfb64338-59ca-11ed-9b6a-0242ac120002,8dcd4ad9245bbb6efd56ba301bcbe2b7ad6dc3335039dcf1df1e2021a6714924
217,Stephen-bluecap,"Stephen bluecap","Stephen always wears blue cap even to the church",male,"hair: cap, eyes: black, teeth: none, clothing: shirt, accessories: fashion, expression: smile, strength: kindness, weakness: none",bfb6446e-59ca-11ed-9b6a-0242ac120002,ce8abf82b40117ce1d10149e83c4891d68a88c47561b574ce80dbfa8a9544168
218,Tinubu-gateman,"Tinubu gateman","Tinubu has been a gateman all his life. He was born to a gateman and his child will be a gateman",male,"hair: cap, eyes: blue, teeth: tongue, clothing: shirt, accessories: fashion, expression: laugh, strength: laughter, weakness: none",bfb645a4-59ca-11ed-9b6a-0242ac120002,9e592e6026c38c0e98cf73aa4f85e6ed32f6bfbf80da4cb204efb006587598d2
219,Vampire-girl,"Vampire girl","She dresses up as a vampire every haloween",female,"hair: puff-puff, eyes: blue, teeth: two, clothing: blouse, accessories: none, expression: bite, strength: biting, weakness: none",bfb64752-59ca-11ed-9b6a-0242ac120002,d3315c23765721e76da1f9f008feb7914d7b634efe445636b7b0ea4c1c466f77
220,Yusuf-the-smoker,"Yusuf the smoker","A chronic smoker with damaged lungs",male,"hair: cap, eyes: dark-brown, teeth: smoke, clothing: shirt, accessories: fashion, expression: smile, strength: dressing, weakness: smoking",bfb648d8-59ca-11ed-9b6a-0242ac120002,5c5cffe7d6ee08b571a6b81ed68b93ca26a8d3a73f255f91a5cae8f51e6a9a06
,,,,,,
"TEAM TAPE",,,,,,
221,hng-newbie,"hng newbie","A confused hng participant that cannot understand her project",Female,"Hair: brown. Eyes: white . Teeth: white  . Clothing:ankara . Accessories: none. Expression: surprised . Strength: none. Weakness:confused, disorganised .",0ddbd22c-b3bb-4c72-9f51-0361480bbfa7,0e3c83d303b8dd5886305889a2e7085ff7999b7f478bc59ce1a6450cddb2f325
222,nene-caroline,"nene caroline","A housewife that loves taking care of her family",Female,"Hair: brown. Eyes: white . Teeth: none. Clothing:ankara . Accessories: none. Expression: calm. Strength:loving, relaxed . Weakness: novice.",4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e,304606200a63ec844884b3ec4c21711431e6d5f374ec9c20d7af7b93d12d3cbe
223,wazo-partystopper,"wazo partystopper","A Nigerian aunty that loves to attend owambe parties",Female,"Hair:black . Eyes: white. Teeth: none. Clothing: aso oke . Accessories: none. Expression: proud. Strength:energetic . Weakness: none.",77237cce-bae0-4d60-adad-27055f0eed39,0ff390dc563e6a0a95b2774597cf24d5c75acae9d446c4b706ec6c18c8641cfd
224,melanin-janet,"melanin janet","A young lady with a soft personality",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",a5a2854e-a850-4b15-b3c3-176a79b2d34b,580628113e85f109e6e8e42c39e20f9bddd48cf5c5e29fa6146eaa1da7ea4625
225,leo-sugarmummy,"leo sugarmummy","A middle age wild yankee returnee",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",7ec03993-f500-4a41-aa3c-a73df7a0fbed,e9ac6b5301c7cca63cc35c6aeb508669aeba217a4b1f359948c325886e676da5
226,novice-joane,"novice joane","A princess worried about finding true love",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",a5d49163-41b1-43fe-ad7f-0c78ef530b1a,83315f766c310cb7494cb265be3684885204457e9218dec34911cfbc83fc6ae6
227,goofy-simbi,"goofy simbi","An eccentric teenager that loves music",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",df7dc588-f99c-4592-84f6-08b40047d9d1,19862c68ccea34bc47a4a589445312e0cfe38643119f40880072b8eebf573978
228,akwaaba-ghana,"akwaaba ghana","A depressed gothic introvert",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",d1e8b38b-994b-487c-890b-9034d3ab7dcb,ef679519565bfdd139273fc38b65d1370d8c2fae02c3e205fc0f0bd39a8db3c2
229,aunty-toyin,"aunty toyin","An oversabi family member",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",1326ef4b-224a-497e-9452-e63a4486e387,21e0a8f77800cdb729cf02eef568b1765efe1a20530529e313566c4707ab0ee3
230,pretty-hauwa,"pretty hauwa","A young bride involved in an early marriage",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",7c771f82-a512-403c-91b9-6736318a8796,f66b3ec29d7b5ff59f5d083a6e8a72792b15ac15e7bfbdb641f0dabd70f791b4
231,chimamanda-enugu,"chimamanda enugu","a young lady born during the war",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",eaad5c98-3f85-4480-9c4e-b73340cfba4f,dd4c22c2f9b1e5e53ba3c9ce59e9b78023eefab296725779c0358feca926e80f
232,kente-solape,"kente solape","a respectful and diligent princess",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",613ce65c-4b16-43f8-a0d9-b5ea8c5f2195,3541f67e0e580f216f0fc27aa746bac9c6fcb0c8a6ee80ed2cfb4067056ada05
233,vamp-karishika,"vamp karishika","Queen of the darkness",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",c4ee8a54-0874-4a7f-8344-dea8ba41f5dc,05bf150accc1aa09677eeccb63eba2b2ba48c35c2764101db3e521c9eb30b5b4
234,genz-monique,"genz monique","A sassy lady with her own vibe",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",b5328f13-b918-4e76-8d4c-8b4aec5eb5fe,4f49106d0be2c27b953f0d799701bf27a34111499f7dce878cbfdfdd05ce36cf
235,femi-boltz,"femi boltz","A driver hustling his way through life",Male,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",03e8d36d-5bdc-4da4-8f64-c1738eb9d1db,585433bb7d2b7068acd1dbb2c6997673fd67ddd2e387104d55601a6ab6e93aef
236,agba-tech,"agba tech","A tech bro that loves to party but has bad communication skill",Male,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",403f28a0-6aa7-4f80-997f-b0982c169baa,7f766b40481499d7ec3e741369bd130d8ca08c3dc6796b068c0fbf5d082a9e5b
237,brian-richkid,"brian richkid","A trust fund baby that does not know how to manage money",Male,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",9d945d79-dd2d-4755-b9c7-bff837be8557,66235fc3befc4ded29f917929041f3aaa7e08c49414c2aa68df7b64d3f255d81
238,nandi-zulu,"nandi zulu","A fierce African Queen",Female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39,ef40991ca653a44aa9198804b5ac65d15001533f6c8ba0698c32ab38aab98bb9
239,ade-demon,"ade demon","A lekki playboy that makes money from crypto",Male,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",0be2d50b-3e57-4e39-a199-b211d2be860c,b565b17a3c92ff23d7e817baf282fa2e6abfb2f44a5751740132aafa0bb5bcc1
240,karim-rapper,"karim rapper","A young and proud Lagos rapper",Male,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3,8ae102b6874ddfec3ff169d232f1debfd5108de70b83d60e405c66f823e28d7b
,,,,,,
"TEAM AXLE",,,,,,
241,bobo-alinco,"bobo alinco","Alinco always in the mood for play",male,"hair colour: dark brown",ede853c4-5abd-11ed-9b6a-0242ac120002,acb7884c9bfd5cb19461f80491df98a631dd92cccd0e67404134fc2533a66260
242,chi-lastborn,"chi lastborn","Baby of the house, the lastborn of an average Nigerian family",female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",ede85964-5abd-11ed-9b6a-0242ac120002,b531c60bac0307dc4418c85bab1f6aff3137a7094f210b9279dc56442d750380
243,uju-robo-robo,"uju robo robo","An aso-oke business woman at balogun market",female,"accessories: ankara beret,",ede85f90-5abd-11ed-9b6a-0242ac120002,6f503a85d1f01922f9f6260010de35ce0e6ab717036a02f9278f9106b5978601
244,yetunde-anifowose,"yetunde anifowose","Old money lady who was in UK before UK was UK",female,"accessories: tobaco pipe,",ede861b6-5abd-11ed-9b6a-0242ac120002,4fad8165f58acd06d5d04f593abf0e1b4778447e95db5a7828a87df874884f92
245,dumebi-jjc,"dumebi jjc","Innocent 100 level girl wey never spoil",female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",ede865da-5abd-11ed-9b6a-0242ac120002,bc733f59cb7e29b77e989f6746a601c5f12f00bf83486a61dd8d92898dd958d9
246,ukwu-nengi,"ukwu nengi","Well endowed woman who will always make heads turn",female,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",ede86800-5abd-11ed-9b6a-0242ac120002,4537a5c62a0507cdecd28e63b47e7e6660bbb95f25f2538273acbec61002e12e
247,nonso-malay,"nonso malay","Man on the move. It is either ego, or money my bloder",male,"Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .",ede86a12-5abd-11ed-9b6a-0242ac120002,f7972392efe839e1a77a5f5d456c0252ff46eff887ebbb4a10473314bf4ab4e9
248,saro-texaco,"saro texaco","An oil tycoon who dominates",male,"accessories: cap",ede86c2e-5abd-11ed-9b6a-0242ac120002,2ca14979b04adcb54f65276324896e7cfbac867a5ab42d57db911e8d66e46aec
249,akpos-agbero,"akpos agbero","A Warri boy always in the mood for violence",male,"accessories: cap",ede86e22-5abd-11ed-9b6a-0242ac120002,ae87314a2d65a8276341e38c2f3dfd7d4094db3ca2aa6bab6e8d3a4bcdace066
